"ProductName","Provenance","StorageType","Entity","Attribute","DataType","LinkedTo","Property"
"LITE","lite-api","RDBMS-Postgres-Django","cases_case","id","int4--integer","compliance_compliancesitecase","FOREIGN KEY"
"LITE","lite-api","RDBMS-Postgres-Django","routing_rules_routingrule_flags_to_exclude","id","int4--integer","NONE","PRIMARY KEY"
"LITE","lite-api","RDBMS-Postgres-Django","cases_case","id","varchar--character varying","cases_case_additional_contacts","FOREIGN KEY"
"LITE","lite-api","RDBMS-Postgres-Django","users_permission","id","text--text","NONE","NOT NULL"
"LITE","lite-api","RDBMS-Postgres-Django","organisation","id","int4--integer","parties_party","FOREIGN KEY"
"LITE","lite-api","RDBMS-Postgres-Django","cases_casetype","id","int4--integer","letter_templates_lettertemplate_case_types","FOREIGN KEY"
"LITE","lite-api","RDBMS-Postgres-Django","goods_firearmgooddetails","id","int4--integer","applications_goodonapplication","FOREIGN KEY"
"LITE","lite-api","RDBMS-Postgres-Django","cases_casetype","id","text--text","open_general_licence","FOREIGN KEY"
"LITE","lite-api","RDBMS-Postgres-Django","auth_permission","id","int4--integer","auth_group_permissions","FOREIGN KEY"
"LITE","lite-api","RDBMS-Postgres-Django","generated_documents_generatedcasedocument","licence_id","uuid--uuid","NONE","UNIQUE"
"LITE","lite-api","RDBMS-Postgres-Django","denial_reasons_denialreason","display_value","text--text","NONE","OPTIONAL"
"LITE","lite-api","RDBMS-Postgres-Django","licences_licence","id","uuid--uuid","licences_goodonlicence","FOREIGN KEY"
"LITE","lite-api","RDBMS-Postgres-Django","flag","id","int4--integer","applications_partyonapplication_flags","FOREIGN KEY"
"LITE","lite-api","RDBMS-Postgres-Django","users_role","type","varchar--character varying","NONE","UNIQUE"
"LITE","lite-api","RDBMS-Postgres-Django","applications_countryonapplication_flags","flag_id","uuid--uuid","NONE","UNIQUE"
"LITE","lite-api","RDBMS-Postgres-Django","users_permission","id","int4--integer","users_role_permissions","FOREIGN KEY"
"LITE","lite-api","RDBMS-Postgres-Django","users_basenotification","id","uuid--uuid","users_exporternotification","FOREIGN KEY"
"LITE","lite-api","RDBMS-Postgres-Django","regimes_regimeentry","shortened_name","varchar--character varying","NONE","OPTIONAL"
"LITE","lite-api","RDBMS-Postgres-Django","users_govuser","baseuser_ptr_id","uuid--uuid","cases_ecjuquery","FOREIGN KEY"
"LITE","lite-api","RDBMS-Postgres-Django","statuses_casestatus","id","varchar--character varying","statuses_casestatus","FOREIGN KEY"
"LITE","lite-api","RDBMS-Postgres-Django","django_content_type","id","text--text","audit_trail_audit","FOREIGN KEY"
"LITE","lite-api","RDBMS-Postgres-Django","cases_case","id","int4--integer","cases_departmentsla","FOREIGN KEY"
"LITE","lite-api","RDBMS-Postgres-Django","auth_group","id","int4--integer","NONE","PRIMARY KEY"
"LITE","lite-api","RDBMS-Postgres-Django","organisation","id","varchar--character varying","organisations_externallocation","FOREIGN KEY"
"LITE","lite-api","RDBMS-Postgres-Django","queue","id","int4--integer","cases_caseassignmentsla","FOREIGN KEY"
"LITE","lite-api","RDBMS-Postgres-Django","parties_party","id","uuid--uuid","NONE","NOT NULL"
"LITE","lite-api","RDBMS-Postgres-Django","site","id","int4--integer","applications_siteonapplication","FOREIGN KEY"
"LITE","lite-api","RDBMS-Postgres-Django","applications_goodonapplication_control_list_entries","goodonapplication_id","uuid--uuid","NONE","UNIQUE"
"LITE","lite-api","RDBMS-Postgres-Django","users_role_permissions","permission_id","text--text","NONE","UNIQUE"
"LITE","lite-api","RDBMS-Postgres-Django","applications_goodonapplication","updated_at","timestamptz--timestamp with time zone","NONE","OPTIONAL"
"LITE","lite-api","RDBMS-Postgres-Django","routing_rules_routingrule_case_types","routingrule_id","uuid--uuid","NONE","UNIQUE"
"LITE","lite-api","RDBMS-Postgres-Django","report_summaries_reportsummaryprefix","id","varchar--character varying","applications_goodonapplication","FOREIGN KEY"
"LITE","lite-api","RDBMS-Postgres-Django","countries_country","type","varchar--character varying","NONE","UNIQUE"
"LITE","lite-api","RDBMS-Postgres-Django","advice","goods_type_id","uuid--uuid","NONE","UNIQUE"
"LITE","lite-api","RDBMS-Postgres-Django","cases_case","id","uuid--uuid","cases_caseassignmentsla","FOREIGN KEY"
"LITE","lite-api","RDBMS-Postgres-Django","cases_case_additional_contacts","party_id","uuid--uuid","NONE","UNIQUE"
"LITE","lite-api","RDBMS-Postgres-Django","users_basenotification","id","varchar--character varying","users_govnotification","FOREIGN KEY"
"LITE","lite-api","RDBMS-Postgres-Django","parties_party","id","text--text","end_user_advisories_enduseradvisoryquery","FOREIGN KEY"
"LITE","lite-api","RDBMS-Postgres-Django","control_list_entry","id","int4--integer","applications_goodonapplication_control_list_entries","FOREIGN KEY"
"LITE","lite-api","RDBMS-Postgres-Django","cases_case","id","varchar--character varying","applications_baseapplication","FOREIGN KEY"
"LITE","lite-api","RDBMS-Postgres-Django","organisation","id","int4--integer","users_role","FOREIGN KEY"
"LITE","lite-api","RDBMS-Postgres-Django","django_admin_log","change_message","text--text","NONE","OPTIONAL"
"LITE","lite-api","RDBMS-Postgres-Django","good","component_details","text--text","NONE","OPTIONAL"
"LITE","lite-api","RDBMS-Postgres-Django","applications_openapplication","trade_control_activity_other","varchar--character varying","NONE","OPTIONAL"
"LITE","lite-api","RDBMS-Postgres-Django","applications_baseapplication","case_ptr_id","uuid--uuid","NONE","PRIMARY KEY"
"LITE","lite-api","RDBMS-Postgres-Django","applications_f680clearanceapplication","uk_service_equipment_description","varchar--character varying","NONE","OPTIONAL"
"LITE","lite-api","RDBMS-Postgres-Django","organisation_flags","flag_id","uuid--uuid","NONE","UNIQUE"
"LITE","lite-api","RDBMS-Postgres-Django","good","id","uuid--uuid","NONE","PRIMARY KEY"
"LITE","lite-api","RDBMS-Postgres-Django","compliance_openlicencereturns","id","uuid--uuid","NONE","NOT NULL"
"LITE","lite-api","RDBMS-Postgres-Django","compliance_compliancevisitcase","licence_risk_value","int2--smallint","NONE","CHECK"
"LITE","lite-api","RDBMS-Postgres-Django","goods_firearmgooddetails","section_certificate_missing_reason","text--text","NONE","OPTIONAL"
"LITE","lite-api","RDBMS-Postgres-Django","goods_firearmgooddetails","replica_description","text--text","NONE","OPTIONAL"
"LITE","lite-api","RDBMS-Postgres-Django","applications_exhibitionclearanceapplication","baseapplication_ptr_id","uuid--uuid","NONE","PRIMARY KEY"
"LITE","lite-api","RDBMS-Postgres-Django","countries_country","id","varchar--character varying","organisations_externallocation","FOREIGN KEY"
"LITE","lite-api","RDBMS-Postgres-Django","users_permission","id","text--text","users_role_permissions","FOREIGN KEY"
"LITE","lite-api","RDBMS-Postgres-Django","applications_f680clearanceapplication","baseapplication_ptr_id","uuid--uuid","NONE","PRIMARY KEY"
"LITE","lite-api","RDBMS-Postgres-Django","cases_case","id","text--text","cases_casereviewdate","FOREIGN KEY"
"LITE","lite-api","RDBMS-Postgres-Django","audit_trail_audit","id","uuid--uuid","NONE","PRIMARY KEY"
"LITE","lite-api","RDBMS-Postgres-Django","good","id","varchar--character varying","good_flags","FOREIGN KEY"
"LITE","lite-api","RDBMS-Postgres-Django","teams_team","id","int4--integer","flagging_rule","FOREIGN KEY"
"LITE","lite-api","RDBMS-Postgres-Django","parties_party","type","varchar--character varying","NONE","UNIQUE"
"LITE","lite-api","RDBMS-Postgres-Django","flagging_rule","level","varchar--character varying","NONE","OPTIONAL"
"LITE","lite-api","RDBMS-Postgres-Django","users_baseuser","id","uuid--uuid","routing_rules_routinghistory","FOREIGN KEY"
"LITE","lite-api","RDBMS-Postgres-Django","regimes_regime","name","varchar--character varying","NONE","UNIQUE"
"LITE","lite-api","RDBMS-Postgres-Django","site","id","uuid--uuid","compliance_compliancesitecase","FOREIGN KEY"
"LITE","lite-api","RDBMS-Postgres-Django","cases_ecjuquery","team_id","uuid--uuid","NONE","UNIQUE"
"LITE","lite-api","RDBMS-Postgres-Django","goods_type","id","int4--integer","goods_type_flags","FOREIGN KEY"
"LITE","lite-api","RDBMS-Postgres-Django","goods_type","id","uuid--uuid","cases_goodcountrydecision","FOREIGN KEY"
"LITE","lite-api","RDBMS-Postgres-Django","cases_ecjuquerydocument","description","text--text","NONE","OPTIONAL"
"LITE","lite-api","RDBMS-Postgres-Django","users_baseuser","id","varchar--character varying","users_exporteruser","FOREIGN KEY"
"LITE","lite-api","RDBMS-Postgres-Django","countries_country_flags","id","int4--integer","NONE","PRIMARY KEY"
"LITE","lite-api","RDBMS-Postgres-Django","decisions_decision","id","varchar--character varying","licences_licence_decisions","FOREIGN KEY"
"LITE","lite-api","RDBMS-Postgres-Django","cases_casereferencecode","year","int4--integer","NONE","NOT NULL"
"LITE","lite-api","RDBMS-Postgres-Django","site","updated_at","timestamptz--timestamp with time zone","NONE","OPTIONAL"
"LITE","lite-api","RDBMS-Postgres-Django","statuses_casestatus","id","text--text","cases_case","FOREIGN KEY"
"LITE","lite-api","RDBMS-Postgres-Django","audit_trail_audit","created_at","timestamptz--timestamp with time zone","NONE","OPTIONAL"
"LITE","lite-api","RDBMS-Postgres-Django","report_summaries_reportsummaryprefix","id","varchar--character varying","good","FOREIGN KEY"
"LITE","lite-api","RDBMS-Postgres-Django","cases_case","id","uuid--uuid","cases_casedocument","FOREIGN KEY"
"LITE","lite-api","RDBMS-Postgres-Django","licences_licence","id","int4--integer","licences_licence_decisions","FOREIGN KEY"
"LITE","lite-api","RDBMS-Postgres-Django","django_content_type","id","uuid--uuid","users_basenotification","FOREIGN KEY"
"LITE","lite-api","RDBMS-Postgres-Django","advice","ultimate_end_user_id","uuid--uuid","NONE","OPTIONAL"
"LITE","lite-api","RDBMS-Postgres-Django","report_summaries_reportsummaryprefix","id","uuid--uuid","good","FOREIGN KEY"
"LITE","lite-api","RDBMS-Postgres-Django","audit_trail_audit","target_content_type_id","int4--integer","NONE","OPTIONAL"
"LITE","lite-api","RDBMS-Postgres-Django","statuses_casestatus","id","int4--integer","routing_rules_routinghistory","FOREIGN KEY"
"LITE","lite-api","RDBMS-Postgres-Django","applications_applicationdenialreason","id","uuid--uuid","NONE","PRIMARY KEY"
"LITE","lite-api","RDBMS-Postgres-Django","cases_case","id","text--text","cases_casenote","FOREIGN KEY"
"LITE","lite-api","RDBMS-Postgres-Django","users_baseuser","id","varchar--character varying","cases_casenote","FOREIGN KEY"
"LITE","lite-api","RDBMS-Postgres-Django","goods_type_control_list_entries","id","int4--integer","NONE","NOT NULL"
"LITE","lite-api","RDBMS-Postgres-Django","open_general_licence","id","int4--integer","open_general_licence_countries","FOREIGN KEY"
"LITE","lite-api","RDBMS-Postgres-Django","applications_standardapplication","f1686_contracting_authority","varchar--character varying","NONE","OPTIONAL"
"LITE","lite-api","RDBMS-Postgres-Django","regimes_regimeentry","id","uuid--uuid","NONE","NOT NULL"
"LITE","lite-api","RDBMS-Postgres-Django","teams_team","id","text--text","users_govuser","FOREIGN KEY"
"LITE","lite-api","RDBMS-Postgres-Django","denial_reasons_denialreason","id","varchar--character varying","applications_applicationdenialreason_reasons","FOREIGN KEY"
"LITE","lite-api","RDBMS-Postgres-Django","external_data_sanctionmatch","is_revoked_comment","text--text","NONE","OPTIONAL"
"LITE","lite-api","RDBMS-Postgres-Django","parties_party","id","uuid--uuid","end_user_advisories_enduseradvisoryquery","FOREIGN KEY"
"LITE","lite-api","RDBMS-Postgres-Django","organisation","id","text--text","organisations_documentonorganisation","FOREIGN KEY"
"LITE","lite-api","RDBMS-Postgres-Django","flagging_rule","matching_groups","_text--ARRAY","NONE","OPTIONAL"
"LITE","lite-api","RDBMS-Postgres-Django","flag","id","int4--integer","flagging_rule","FOREIGN KEY"
"LITE","lite-api","RDBMS-Postgres-Django","licences_goodonlicence","value","numeric--numeric","NONE","OPTIONAL"
"LITE","lite-api","RDBMS-Postgres-Django","report_summaries_reportsummaryprefix","id","uuid--uuid","NONE","PRIMARY KEY"
"LITE","lite-api","RDBMS-Postgres-Django","teams_team","id","uuid--uuid","NONE","PRIMARY KEY"
"LITE","lite-api","RDBMS-Postgres-Django","generated_documents_generatedcasedocument","advice_type","varchar--character varying","NONE","OPTIONAL"
"LITE","lite-api","RDBMS-Postgres-Django","parties_party","end_user_document_missing_reason","text--text","NONE","OPTIONAL"
"LITE","lite-api","RDBMS-Postgres-Django","applications_goodonapplication","value","numeric--numeric","NONE","OPTIONAL"
"LITE","lite-api","RDBMS-Postgres-Django","goodstype_goodstypedocument","description","text--text","NONE","OPTIONAL"
"LITE","lite-api","RDBMS-Postgres-Django","applications_goodonapplicationdocument","application_id","uuid--uuid","NONE","OPTIONAL"
"LITE","lite-api","RDBMS-Postgres-Django","applications_baseapplication","compliant_limitations_eu_ref","varchar--character varying","NONE","OPTIONAL"
"LITE","lite-api","RDBMS-Postgres-Django","open_general_licence","id","uuid--uuid","NONE","NOT NULL"
"LITE","lite-api","RDBMS-Postgres-Django","goods_type","id","uuid--uuid","advice","FOREIGN KEY"
"LITE","lite-api","RDBMS-Postgres-Django","users_baseuser_groups","id","int4--integer","NONE","NOT NULL"
"LITE","lite-api","RDBMS-Postgres-Django","cases_countersignadvice","created_at","timestamptz--timestamp with time zone","NONE","OPTIONAL"
"LITE","lite-api","RDBMS-Postgres-Django","queue","id","int4--integer","cases_case_queues","FOREIGN KEY"
"LITE","lite-api","RDBMS-Postgres-Django","background_task","id","int4--integer","NONE","NOT NULL"
"LITE","lite-api","RDBMS-Postgres-Django","f680_clearance_types_f680clearancetype","id","uuid--uuid","NONE","PRIMARY KEY"
"LITE","lite-api","RDBMS-Postgres-Django","licences_licence","end_date","date--date","NONE","OPTIONAL"
"LITE","lite-api","RDBMS-Postgres-Django","documents_document","id","uuid--uuid","goods_gooddocument","FOREIGN KEY"
"LITE","lite-api","RDBMS-Postgres-Django","denial_reasons_denialreason","id","uuid--uuid","advice_denial_reasons","FOREIGN KEY"
"LITE","lite-api","RDBMS-Postgres-Django","routing_rules_routinghistory","case_status_id","uuid--uuid","NONE","OPTIONAL"
"LITE","lite-api","RDBMS-Postgres-Django","regimes_regimesubsection","id","text--text","regimes_regimeentry","FOREIGN KEY"
"LITE","lite-api","RDBMS-Postgres-Django","documents_document","id","uuid--uuid","cases_ecjuquerydocument","FOREIGN KEY"
"LITE","lite-api","RDBMS-Postgres-Django","routing_rules_routingrule","id","varchar--character varying","routing_rules_routingrule_flags_to_exclude","FOREIGN KEY"
"LITE","lite-api","RDBMS-Postgres-Django","good","updated_at","timestamptz--timestamp with time zone","NONE","OPTIONAL"
"LITE","lite-api","RDBMS-Postgres-Django","django_content_type","id","uuid--uuid","audit_trail_audit","FOREIGN KEY"
"LITE","lite-api","RDBMS-Postgres-Django","teams_team","id","uuid--uuid","picklists_picklistitem","FOREIGN KEY"
"LITE","lite-api","RDBMS-Postgres-Django","flag","colour","varchar--character varying","NONE","OPTIONAL"
"LITE","lite-api","RDBMS-Postgres-Django","applications_standardapplication","f1686_approval_date","date--date","NONE","OPTIONAL"
"LITE","lite-api","RDBMS-Postgres-Django","cases_caseassignmentsla","sla_days","int4--integer","NONE","NOT NULL"
"LITE","lite-api","RDBMS-Postgres-Django","users_basenotification","id","uuid--uuid","users_govnotification","FOREIGN KEY"
"LITE","lite-api","RDBMS-Postgres-Django","goods_firearmgooddetails","is_covered_by_firearm_act_section_one_two_or_five_explanation","text--text","NONE","OPTIONAL"
"LITE","lite-api","RDBMS-Postgres-Django","cases_goodcountrydecision","goods_type_id","uuid--uuid","NONE","UNIQUE"
"LITE","lite-api","RDBMS-Postgres-Django","users_role","id","int4--integer","users_userorganisationrelationship","FOREIGN KEY"
"LITE","lite-api","RDBMS-Postgres-Django","auth_group","id","text--text","users_baseuser_groups","FOREIGN KEY"
"LITE","lite-api","RDBMS-Postgres-Django","users_exporteruser","baseuser_ptr_id","uuid--uuid","cases_case","FOREIGN KEY"
"LITE","lite-api","RDBMS-Postgres-Django","cases_departmentsla","id","int4--integer","NONE","NOT NULL"
"LITE","lite-api","RDBMS-Postgres-Django","statuses_casestatus","id","uuid--uuid","routing_rules_routingrule","FOREIGN KEY"
"LITE","lite-api","RDBMS-Postgres-Django","teams_team","id","varchar--character varying","cases_ecjuquery","FOREIGN KEY"
"LITE","lite-api","RDBMS-Postgres-Django","control_list_entry","id","varchar--character varying","goods_type_control_list_entries","FOREIGN KEY"
"LITE","lite-api","RDBMS-Postgres-Django","external_data_sanctionmatch","name","text--text","NONE","UNIQUE"
"LITE","lite-api","RDBMS-Postgres-Django","goods_type","id","text--text","goods_type_flags","FOREIGN KEY"
"LITE","lite-api","RDBMS-Postgres-Django","good_flags","good_id","uuid--uuid","NONE","UNIQUE"
"LITE","lite-api","RDBMS-Postgres-Django","statuses_casestatus","id","text--text","statuses_casestatus","FOREIGN KEY"
"LITE","lite-api","RDBMS-Postgres-Django","applications_applicationdocument","document_ptr_id","uuid--uuid","NONE","NOT NULL"
"LITE","lite-api","RDBMS-Postgres-Django","django_content_type","id","text--text","background_task","FOREIGN KEY"
"LITE","lite-api","RDBMS-Postgres-Django","f680_clearance_types_f680clearancetype","name","varchar--character varying","NONE","UNIQUE"
"LITE","lite-api","RDBMS-Postgres-Django","applications_baseapplication","case_ptr_id","uuid--uuid","applications_applicationdocument","FOREIGN KEY"
"LITE","lite-api","RDBMS-Postgres-Django","goods_firearmgooddetails","id","text--text","applications_goodonapplication","FOREIGN KEY"
"LITE","lite-api","RDBMS-Postgres-Django","goods_query_goodsquery","clc_responded","bool--boolean","NONE","OPTIONAL"
"LITE","lite-api","RDBMS-Postgres-Django","routing_rules_routingrule","id","int4--integer","routing_rules_routingrule_flags_to_include","FOREIGN KEY"
"LITE","lite-api","RDBMS-Postgres-Django","advice","id","text--text","advice_denial_reasons","FOREIGN KEY"
"LITE","lite-api","RDBMS-Postgres-Django","licences_licence","id","varchar--character varying","generated_documents_generatedcasedocument","FOREIGN KEY"
"LITE","lite-api","RDBMS-Postgres-Django","goods_type","id","text--text","goods_type_countries","FOREIGN KEY"
"LITE","lite-api","RDBMS-Postgres-Django","applications_applicationdenialreason","id","int4--integer","applications_applicationdenialreason_reasons","FOREIGN KEY"
"LITE","lite-api","RDBMS-Postgres-Django","goods_type","created_at","timestamptz--timestamp with time zone","NONE","OPTIONAL"
"LITE","lite-api","RDBMS-Postgres-Django","cases_case","id","uuid--uuid","cases_caseassignment","FOREIGN KEY"
"LITE","lite-api","RDBMS-Postgres-Django","goods_type","id","uuid--uuid","NONE","NOT NULL"
"LITE","lite-api","RDBMS-Postgres-Django","applications_hmrcquery","hmrc_organisation_id","uuid--uuid","NONE","OPTIONAL"
"LITE","lite-api","RDBMS-Postgres-Django","site","id","text--text","site_users","FOREIGN KEY"
"LITE","lite-api","RDBMS-Postgres-Django","licences_licence_decisions","decision_id","uuid--uuid","NONE","UNIQUE"
"LITE","lite-api","RDBMS-Postgres-Django","licences_licence","start_date","date--date","NONE","OPTIONAL"
"LITE","lite-api","RDBMS-Postgres-Django","applications_baseapplication","activity","text--text","NONE","OPTIONAL"
"LITE","lite-api","RDBMS-Postgres-Django","routing_rules_routingrule","id","varchar--character varying","routing_rules_routingrule_flags_to_include","FOREIGN KEY"
"LITE","lite-api","RDBMS-Postgres-Django","applications_goodonapplicationregimeentry","regime_entry_id","uuid--uuid","NONE","OPTIONAL"
"LITE","lite-api","RDBMS-Postgres-Django","users_govuser","baseuser_ptr_id","uuid--uuid","NONE","NOT NULL"
"LITE","lite-api","RDBMS-Postgres-Django","cases_casereviewdate","id","uuid--uuid","NONE","NOT NULL"
"LITE","lite-api","RDBMS-Postgres-Django","teams_team","id","int4--integer","users_govuser","FOREIGN KEY"
"LITE","lite-api","RDBMS-Postgres-Django","teams_team","name","text--text","NONE","UNIQUE"
"LITE","lite-api","RDBMS-Postgres-Django","good","id","varchar--character varying","applications_goodonapplication","FOREIGN KEY"
"LITE","lite-api","RDBMS-Postgres-Django","goods_firearmgooddetails","is_replica","bool--boolean","NONE","OPTIONAL"
"LITE","lite-api","RDBMS-Postgres-Django","routing_rules_routingrule","created_at","timestamptz--timestamp with time zone","NONE","OPTIONAL"
"LITE","lite-api","RDBMS-Postgres-Django","letter_layouts_letterlayout","id","text--text","letter_templates_lettertemplate","FOREIGN KEY"
"LITE","lite-api","RDBMS-Postgres-Django","applications_f680clearanceapplication","expedited","bool--boolean","NONE","OPTIONAL"
"LITE","lite-api","RDBMS-Postgres-Django","applications_baseapplication","case_ptr_id","uuid--uuid","goods_type","FOREIGN KEY"
"LITE","lite-api","RDBMS-Postgres-Django","audit_trail_audit","target_object_id","varchar--character varying","NONE","OPTIONAL"
"LITE","lite-api","RDBMS-Postgres-Django","good","is_pv_graded","varchar--character varying","NONE","OPTIONAL"
"LITE","lite-api","RDBMS-Postgres-Django","flag","id","int4--integer","goods_type_flags","FOREIGN KEY"
"LITE","lite-api","RDBMS-Postgres-Django","teams_team","id","varchar--character varying","cases_casereviewdate","FOREIGN KEY"
"LITE","lite-api","RDBMS-Postgres-Django","auth_permission","codename","varchar--character varying","NONE","UNIQUE"
"LITE","lite-api","RDBMS-Postgres-Django","parties_party","sub_type_other","varchar--character varying","NONE","OPTIONAL"
"LITE","lite-api","RDBMS-Postgres-Django","audit_trail_audit","actor_content_type_id","int4--integer","NONE","OPTIONAL"
"LITE","lite-api","RDBMS-Postgres-Django","organisations_externallocation","organisation_id","uuid--uuid","NONE","UNIQUE"
"LITE","lite-api","RDBMS-Postgres-Django","users_baseuser","id","text--text","users_baseuser_groups","FOREIGN KEY"
"LITE","lite-api","RDBMS-Postgres-Django","users_govuser","role_id","uuid--uuid","NONE","UNIQUE"
"LITE","lite-api","RDBMS-Postgres-Django","routing_rules_routingrule","additional_rules","varchar--character varying","NONE","OPTIONAL"
"LITE","lite-api","RDBMS-Postgres-Django","applications_goodonapplication","report_summary_prefix_id","uuid--uuid","NONE","OPTIONAL"
"LITE","lite-api","RDBMS-Postgres-Django","users_userorganisationrelationship","id","text--text","site_users","FOREIGN KEY"
"LITE","lite-api","RDBMS-Postgres-Django","goods_firearmgooddetails","is_covered_by_firearm_act_section_one_two_or_five","text--text","NONE","OPTIONAL"
"LITE","lite-api","RDBMS-Postgres-Django","compliance_compliancevisitcase","site_case_id","uuid--uuid","NONE","OPTIONAL"
"LITE","lite-api","RDBMS-Postgres-Django","users_baseuser","id","uuid--uuid","cases_casenote","FOREIGN KEY"
"LITE","lite-api","RDBMS-Postgres-Django","applications_f680clearanceapplication_types","id","int4--integer","NONE","PRIMARY KEY"
"LITE","lite-api","RDBMS-Postgres-Django","teams_department","id","uuid--uuid","NONE","PRIMARY KEY"
"LITE","lite-api","RDBMS-Postgres-Django","django_content_type","id","uuid--uuid","background_task","FOREIGN KEY"
"LITE","lite-api","RDBMS-Postgres-Django","cases_casetype","reference","varchar--character varying","NONE","UNIQUE"
"LITE","lite-api","RDBMS-Postgres-Django","applications_openapplication","temp_export_details","varchar--character varying","NONE","OPTIONAL"
"LITE","lite-api","RDBMS-Postgres-Django","parties_party","website","varchar--character varying","NONE","OPTIONAL"
"LITE","lite-api","RDBMS-Postgres-Django","organisation","id","int4--integer","organisations_documentonorganisation","FOREIGN KEY"
"LITE","lite-api","RDBMS-Postgres-Django","goods_firearmgooddetails","deactivation_standard_other","text--text","NONE","OPTIONAL"
"LITE","lite-api","RDBMS-Postgres-Django","organisations_documentonorganisation","updated_at","timestamptz--timestamp with time zone","NONE","OPTIONAL"
"LITE","lite-api","RDBMS-Postgres-Django","letter_templates_lettertemplate","created_at","timestamptz--timestamp with time zone","NONE","OPTIONAL"
"LITE","lite-api","RDBMS-Postgres-Django","open_general_licence","id","text--text","open_general_licence_countries","FOREIGN KEY"
"LITE","lite-api","RDBMS-Postgres-Django","licences_licence_hmrc_integration_usage_updates","id","int4--integer","NONE","NOT NULL"
"LITE","lite-api","RDBMS-Postgres-Django","applications_denialmatchonapplication","category","text--text","NONE","OPTIONAL"
"LITE","lite-api","RDBMS-Postgres-Django","cases_case","id","int4--integer","cases_goodcountrydecision","FOREIGN KEY"
"LITE","lite-api","RDBMS-Postgres-Django","control_list_entry","id","uuid--uuid","goods_type_control_list_entries","FOREIGN KEY"
"LITE","lite-api","RDBMS-Postgres-Django","site","organisation_id","uuid--uuid","NONE","UNIQUE"
"LITE","lite-api","RDBMS-Postgres-Django","auth_permission","id","int4--integer","NONE","PRIMARY KEY"
"LITE","lite-api","RDBMS-Postgres-Django","applications_goodonapplication","is_nca_applicable","bool--boolean","NONE","OPTIONAL"
"LITE","lite-api","RDBMS-Postgres-Django","routing_rules_routinghistory","entity_content_type_id","int4--integer","NONE","OPTIONAL"
"LITE","lite-api","RDBMS-Postgres-Django","countries_country","id","text--text","goods_type_countries","FOREIGN KEY"
"LITE","lite-api","RDBMS-Postgres-Django","organisations_externallocation","id","int4--integer","applications_externallocationonapplication","FOREIGN KEY"
"LITE","lite-api","RDBMS-Postgres-Django","applications_applicationdenialreason","id","text--text","applications_applicationdenialreason_reasons","FOREIGN KEY"
"LITE","lite-api","RDBMS-Postgres-Django","cases_caseassignment","updated_at","timestamptz--timestamp with time zone","NONE","OPTIONAL"
"LITE","lite-api","RDBMS-Postgres-Django","parties_party","id","uuid--uuid","parties_party","FOREIGN KEY"
"LITE","lite-api","RDBMS-Postgres-Django","applications_goodonapplicationdocument","document_ptr_id","uuid--uuid","NONE","PRIMARY KEY"
"LITE","lite-api","RDBMS-Postgres-Django","goods_firearmgooddetails","no_identification_markings_details","text--text","NONE","OPTIONAL"
"LITE","lite-api","RDBMS-Postgres-Django","regimes_regimesubsection","id","uuid--uuid","NONE","NOT NULL"
"LITE","lite-api","RDBMS-Postgres-Django","cases_ecjuquery","id","varchar--character varying","cases_ecjuquerydocument","FOREIGN KEY"
"LITE","lite-api","RDBMS-Postgres-Django","cases_case_queues","updated_at","timestamptz--timestamp with time zone","NONE","OPTIONAL"
"LITE","lite-api","RDBMS-Postgres-Django","parties_party","id","int4--integer","end_user_advisories_enduseradvisoryquery","FOREIGN KEY"
"LITE","lite-api","RDBMS-Postgres-Django","open_general_licence","updated_at","timestamptz--timestamp with time zone","NONE","OPTIONAL"
"LITE","lite-api","RDBMS-Postgres-Django","background_task","task_hash","varchar--character varying","NONE","OPTIONAL"
"LITE","lite-api","RDBMS-Postgres-Django","good","description","text--text","NONE","OPTIONAL"
"LITE","lite-api","RDBMS-Postgres-Django","queue","id","uuid--uuid","cases_case_queues","FOREIGN KEY"
"LITE","lite-api","RDBMS-Postgres-Django","letter_templates_lettertemplate","id","uuid--uuid","generated_documents_generatedcasedocument","FOREIGN KEY"
"LITE","lite-api","RDBMS-Postgres-Django","regimes_regimesubsection","id","uuid--uuid","NONE","PRIMARY KEY"
"LITE","lite-api","RDBMS-Postgres-Django","cases_departmentsla","sla_days","int4--integer","NONE","NOT NULL"
"LITE","lite-api","RDBMS-Postgres-Django","good","id","text--text","goods_gooddocument","FOREIGN KEY"
"LITE","lite-api","RDBMS-Postgres-Django","countries_country","id","int4--integer","countries_country_flags","FOREIGN KEY"
"LITE","lite-api","RDBMS-Postgres-Django","queue","id","int4--integer","queue","FOREIGN KEY"
"LITE","lite-api","RDBMS-Postgres-Django","cases_case","id","uuid--uuid","advice","FOREIGN KEY"
"LITE","lite-api","RDBMS-Postgres-Django","cases_casetype","type","varchar--character varying","NONE","UNIQUE"
"LITE","lite-api","RDBMS-Postgres-Django","applications_goodonapplication","comment","text--text","NONE","OPTIONAL"
"LITE","lite-api","RDBMS-Postgres-Django","letter_templates_lettertemplate","id","text--text","letter_templates_lettertemplate_letter_paragraphs","FOREIGN KEY"
"LITE","lite-api","RDBMS-Postgres-Django","cases_case","id","int4--integer","cases_countersignadvice","FOREIGN KEY"
"LITE","lite-api","RDBMS-Postgres-Django","users_baseuser","id","text--text","users_govuser","FOREIGN KEY"
